"","ID","description","units","datasetLabel","datasteURL","themeLabel","themeURL","watershedType"
"3207","ACC_NWALT12_21","land-use and land-cover type Major Transportation: Major roads, rail, and airports, along with their associated facilities. Major roads are those equivalent to Department of Transportation function classes 13. At the spatial resolution of this dataset, road pixels usually incorporate some adjacent development, and in urban areas, they typically include commercial uses. Minor roads are considered an integral part of other land uses; for example, res- idential neighborhood roads are a part of the Residential classes.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3208","ACC_NWALT12_22","land-use and land-cover type Commercial/Services: Commercial and services. Includes retail stores, shopping centers, office buildings, commercial zones, professional services and organizations, universities, schools, hospitals, churches, prisons, police and fire stations, and so on. May include areas of extensive commercial use where identifiable, such as nurseries or vehicle yards.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3209","ACC_NWALT12_23","land-use and land-cover type Industrial/Military: Industrial and military. Includes heavy and light industry, seaports/ harbors, manufacturing, mills/factories, utilities, waste/recycling/ landfills, energy production, warehousing/distribution, water- management features, major communication facilities, and military bases.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3210","ACC_NWALT12_24","land-use and land-cover type Recreation : Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3211","ACC_NWALT12_25","land-use and land-cover type Residential, High Density: Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3212","ACC_NWALT12_26","land-use and land-cover type Residential, Low-Medium Density: Primarily residential development, with hden 16500 units/km2.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3213","ACC_NWALT12_27","land-use and land-cover type Developed, Other: Low-density developed areas (hden <16) and not classifiable in any other class. Primarily low-density residential, rural roads, or vacant land.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3214","ACC_NWALT12_31","land-use and land-cover type Urban Interface High: Land not in a Developed or Production land use, but in an urban area (hden >500 or in or near an urban core area). Probable medium- high anthropogenic influence.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3215","ACC_NWALT12_32","land-use and land-cover type Urban Interface Low Medium: Land not in a Developed or Production land use, but in a near-urban (suburban, ex-urban) area (hden 16500 units/km2). Probable low- medium anthropogenic influence.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3216","ACC_NWALT12_33","land-use and land-cover type Anthropogenic Other: Miscellaneous non-residential urban uses not captured by the NLCD as Developed and likely to have a persistent presence throughout every year of this dataset (see text). Primarily barren or low-vegetation areas associated with industrial, transportation, or recreation uses (for example, landfills or beaches). Probable low-medium anthropogenic influence related to non-residential activities.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3217","ACC_NWALT12_41","land-use and land-cover type Mining/Extraction: Barren areas due to probable surface mining/mineral extraction. Includes mining, quarries, sand and gravel operations, and energy operations.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3218","ACC_NWALT12_43","land-use and land-cover type Crops: Areas used for the production of crops, such as corn, soybeans, wheat, vegetables, or cotton, as well as perennial woody crops such as orchards and vineyards. Includes cultivated crops, row crops, small grains, and fallow fields. Identical definition to NLCD 2011 class 82.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3219","ACC_NWALT12_44","land-use and land-cover type Pasture/Hay : Areas of grasses, legumes, or grass-legume mixtures planted for live- stock grazing or the production of seed or hay crops, typically on a perennial cycle. Identical definition to NLCD 2011 class 81.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3220","ACC_NWALT12_45","land-use and land-cover type Grazing Potential: Areas of good grazing potential beyond what is indicated by the NLCD. Information suggests the land could and has been used at least on a seasonal or occasional basis for animal grazing, including woodland pasture. Based on physical parameters and agreement from other land cover datasets: Pixel is within 1 km of water body or within 500 m of a streamline; slope <30 percent; was in a pasture/hay class in both the NLCDe 1992 and the Crop Data Layer 2009; hden <124; is not on a military base, protected national park, or similar unlikely grazing area; and would other- wise be in class 50.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3221","ACC_NWALT12_50","land-use and land-cover type Low Use: No obvious indication of anthropogenic influence, and not in active GAP status 1 conservation (class 60). May have a lower protection status (GAP class 23).","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3222","ACC_NWALT12_60","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","divRoute_name"
"3223","CAT_NWALT12_11","land-use and land-cover type Water: Streams, rivers, lakes, ponds, bays, and estuaries.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3224","CAT_NWALT12_12","land-use and land-cover type Wetlands: Core wetlands class that does not change between years and is based on agreement of wetlands from three sources/periods: The NLCD 1992, NLCD 2001, and NLCD 2011.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3225","CAT_NWALT12_21","land-use and land-cover type Major Transportation: Major roads, rail, and airports, along with their associated facilities. Major roads are those equivalent to Department of Transportation function classes 13. At the spatial resolution of this dataset, road pixels usually incorporate some adjacent development, and in urban areas, they typically include commercial uses. Minor roads are considered an integral part of other land uses; for example, res- idential neighborhood roads are a part of the Residential classes.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3226","CAT_NWALT12_22","land-use and land-cover type Commercial/Services: Commercial and services. Includes retail stores, shopping centers, office buildings, commercial zones, professional services and organizations, universities, schools, hospitals, churches, prisons, police and fire stations, and so on. May include areas of extensive commercial use where identifiable, such as nurseries or vehicle yards.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3227","CAT_NWALT12_23","land-use and land-cover type Industrial/Military: Industrial and military. Includes heavy and light industry, seaports/ harbors, manufacturing, mills/factories, utilities, waste/recycling/ landfills, energy production, warehousing/distribution, water- management features, major communication facilities, and military bases.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3228","CAT_NWALT12_24","land-use and land-cover type Recreation : Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3229","CAT_NWALT12_25","land-use and land-cover type Residential, High Density: Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3230","CAT_NWALT12_26","land-use and land-cover type Residential, Low-Medium Density: Primarily residential development, with hden 16500 units/km2.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3231","CAT_NWALT12_27","land-use and land-cover type Developed, Other: Low-density developed areas (hden <16) and not classifiable in any other class. Primarily low-density residential, rural roads, or vacant land.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3232","CAT_NWALT12_31","land-use and land-cover type Urban Interface High: Land not in a Developed or Production land use, but in an urban area (hden >500 or in or near an urban core area). Probable medium- high anthropogenic influence.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3233","CAT_NWALT12_32","land-use and land-cover type Urban Interface Low Medium: Land not in a Developed or Production land use, but in a near-urban (suburban, ex-urban) area (hden 16500 units/km2). Probable low- medium anthropogenic influence.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3234","CAT_NWALT12_33","land-use and land-cover type Anthropogenic Other: Miscellaneous non-residential urban uses not captured by the NLCD as Developed and likely to have a persistent presence throughout every year of this dataset (see text). Primarily barren or low-vegetation areas associated with industrial, transportation, or recreation uses (for example, landfills or beaches). Probable low-medium anthropogenic influence related to non-residential activities.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3235","CAT_NWALT12_41","land-use and land-cover type Mining/Extraction: Barren areas due to probable surface mining/mineral extraction. Includes mining, quarries, sand and gravel operations, and energy operations.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3236","CAT_NWALT12_43","land-use and land-cover type Crops: Areas used for the production of crops, such as corn, soybeans, wheat, vegetables, or cotton, as well as perennial woody crops such as orchards and vineyards. Includes cultivated crops, row crops, small grains, and fallow fields. Identical definition to NLCD 2011 class 82.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3237","CAT_NWALT12_44","land-use and land-cover type Pasture/Hay : Areas of grasses, legumes, or grass-legume mixtures planted for live- stock grazing or the production of seed or hay crops, typically on a perennial cycle. Identical definition to NLCD 2011 class 81.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3238","CAT_NWALT12_45","land-use and land-cover type Grazing Potential: Areas of good grazing potential beyond what is indicated by the NLCD. Information suggests the land could and has been used at least on a seasonal or occasional basis for animal grazing, including woodland pasture. Based on physical parameters and agreement from other land cover datasets: Pixel is within 1 km of water body or within 500 m of a streamline; slope <30 percent; was in a pasture/hay class in both the NLCDe 1992 and the Crop Data Layer 2009; hden <124; is not on a military base, protected national park, or similar unlikely grazing area; and would other- wise be in class 50.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3239","CAT_NWALT12_50","land-use and land-cover type Low Use: No obvious indication of anthropogenic influence, and not in active GAP status 1 conservation (class 60). May have a lower protection status (GAP class 23).","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3240","CAT_NWALT12_60","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","percent","land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"3241","TOT_NWALT12_11",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3242","TOT_NWALT12_12",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3243","TOT_NWALT12_21",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3244","TOT_NWALT12_22",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3245","TOT_NWALT12_23",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3246","TOT_NWALT12_24",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3247","TOT_NWALT12_25",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3248","TOT_NWALT12_26",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3249","TOT_NWALT12_27",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3250","TOT_NWALT12_31",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3251","TOT_NWALT12_32",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"3252","TOT_NWALT12_33",NA,NA,"land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.","https://www.sciencebase.gov/catalog/item/58cadb5be4b0849ce97c8ad5","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
